"","상권_코드","화장품","문구점","약국","패션잡화","의류점","과일채소","정육점","휴대폰","컴퓨터판매수리","편의점","슈퍼마켓","자동차미용","자동차수리","세탁소","여관업","피부관리실","네일숍","미용실","헬스클럽","골프연습장","당구장","노래방","인테리어","보육시설","일반의원","한의원","치과의원","예체능학원","외국어학원","입시보습학원","호프간이주점","커피음료","제과점","치킨집","패스트푸드점","분식집","양식집","일식집","중국집","한식음식점"
"173",173,433591026,24356870,426491277,86321247,354427170,372811497,337877551,15511098,5705904,1203117749,1624577771,27582481,415764065,39223581,219854938,34970439,28455281,433658192,200905569,21760318,54933984,348108800,285945014,214376701,1153114179,193333311,531088460,204554510,66846765,199720994,513784158,297670845,251063197,293304920,164351878,362482419,316412574,953754433,550000158,2957088608
"175",175,92832837,33175985,384827305,140128108,616588066,89655425,220215899,17460690,22824204,638544454,3192386299,14560081,78114221,37762315,20701294,77563338,6177788,232634013,142836901,5178786,19723347,134616805,145192129,366831653,760895951,136249379,455631195,292266887,136591096,365318983,220962883,214237467,191062478,286378383,200234125,278302899,104861548,203497242,138581864,1627828816
"176",176,137495060,33175985,472942236,154146114,773097024,113989181,421125123,19939192,67904327,994076582,4172821804,15028166,100250743,48338575,36468964,106853614,11385297,335733011,142836901,5178786,23070327,144072311,251512065,497897509,880160369,155455849,500486979,340400939,136662525,408049570,323903677,223192964,250146230,378757823,211520792,340128932,131542679,235461880,219242125,2125986475
"180",180,237998909,11881578,302755790,74246203,345461543,326820542,255141940,4993943,283055900,783200219,1030211316,22862685,379891225,31832051,87588343,64219899,4334112,208889143,92659818,54877300,33039600,269433728,540308288,127867211,2292335150,60073828,371805679,72979702,59124640,115749865,753309300,289941190,241031501,161363073,196575682,217759626,208502215,983633891,277000720,3270880060
"181",181,109728393,353563250,588312575,109369542,312225903,93890939,195973270,8976414,266770804,936965884,1513974915,66148855,366718340,36650331,30446773,11005174,8536110,242564065,56232453,55288154,19572028,196404461,435707709,179175760,1048631197,42950829,266479925,303292169,10521853,274280180,525492489,156581295,234366237,233868925,55431634,240835884,251223964,717679477,246373715,2761500110
"182",182,318764460,385868220,351920706,186246859,874684672,81691711,290545655,13414683,14346213,1251698294,1780186010,74455898,555649383,56704072,241895391,41113129,9228002,383305759,179157917,63921327,25096093,297142477,539287342,360906793,1212306662,160801887,278906625,480820689,137263640,349065354,561137752,300475605,272404089,392843958,129530905,229330248,279753995,847395563,345674493,2968813951
"183",183,372249041,491968547,345282428,56507678,383039606,132760325,341126114,13233707,4858401,1366315587,1702531250,78181701,497051782,42458664,241895391,47309666,29059470,418427599,172794281,58742541,50376069,298454237,576788071,274063812,1201084279,118019967,413641522,393017348,77368618,317542089,551479805,269707930,195479556,249588045,233811112,294537257,247026715,990433028,479201496,2980470787
"184",184,434682844,184924007,470888098,108211459,492807142,283126007,462501862,10018831,18464265,1345062868,1927807401,66780385,448748365,31451180,241895391,54453871,29533800,483025171,194915692,53419960,53727684,397606221,549711827,239762969,1328817806,183888323,539512332,360993314,66846765,279392851,547141985,344015949,331643108,302503954,267883867,405066605,261873982,929964121,526382059,3130016493
"185",185,432448207,195672608,516433990,150480659,550680859,345431639,392679428,10109955,39444116,1625771234,1619689207,19208779,455068986,58673881,240339835,55544907,29533800,523315834,198531511,38198674,53727684,384014041,603774813,285554987,1365234598,194856050,551199810,343340829,66846765,261890720,625974482,310169843,274847644,307354831,308030930,418376701,256813656,922527174,627520123,3016662045
"186",186,424420864,195672608,452785668,146289042,523082631,322064074,399613663,10109955,39444116,1535688543,1666563765,16181165,447387778,58814850,219638541,55544907,29533800,471212186,194915692,38198674,53727684,374053007,567755121,233540026,1116538630,194856050,551199810,337156618,66846765,221134622,570783419,305393691,274549880,302503954,244883603,381852880,256517738,902448260,627520123,2980900662
"187",187,418717639,182198704,387671608,116810975,356129571,355607316,399613663,9508589,37071716,1627598596,1357830326,6468038,399730876,75345324,125183036,34733493,27587491,501855290,95947977,26201587,52500541,355774122,595809238,200862498,1012729647,124454240,475726594,287084208,66846765,188855565,718072900,256081124,263276908,284172925,258430995,399951387,191513594,905099269,497756042,2634931015
"188",188,84622498,181857795,204673016,98358557,236640714,342546517,320413037,8687225,37305111,1329761243,1116084466,18220627,338419081,73332337,20034946,21065458,15785906,335099944,10564972,16438356,7710174,183871697,436064885,165530683,236795793,86422526,258973535,223415538,66846765,178409705,528280309,121041830,59795184,197566692,166384155,235657917,36207959,355307698,303001016,1235371943
"189",189,739833037,232278072,494995775,593628567,2473127233,338238091,528207612,211190248,27291810,2846274216,2883063174,3027614,133565398,115998306,245363646,122323423,38949462,1235392661,344551446,16438356,81522280,493806178,377358225,197159490,773821412,194380538,600035152,293329431,3099548,161655863,2918709439,960131938,583097798,388712934,1069945749,935419548,1039552978,1443600351,597850826,6892971076
"190",190,847244876,286833064,636819308,707772133,2333708562,67091742,182322063,8247008,11078525,3031137422,3655704372,1725358,486068118,71565239,664166087,100974855,48115394,829114632,587863820,85681601,98842544,289033544,364398321,169749457,2702576482,565548717,930977096,308505201,24182127,362222134,2349224907,1211575133,533933281,257378610,1146262291,1075429572,1167867855,1395245197,430588008,7798315289
"191",191,1040873654,351938442,854115632,711588589,2777559329,96773452,298229722,16441857,3581238,3360025873,3745439293,4862399,573380685,90909038,847983660,130860089,59580411,1045921898,615881728,85681601,107428982,292782253,447308212,237413487,3116042685,554595841,1319299316,305716550,24182127,405751995,2513336305,1201372030,652790966,266923353,1183679648,1159016392,1082661002,1629086130,592431865,9402173738
"192",192,115582046,299327026,424165558,144539602,225801090,78206919,216525184,7823406,5987507,888781102,1612804285,26659669,583914812,31687933,162215939,72771836,1846376,180576962,99205310,85681601,30079021,150600926,416849541,253550943,2305106560,95906289,397351702,244374424,24182127,466927834,382277703,214968803,427935679,132778880,240971891,279158497,255401684,777553123,324136670,4110424223
"195",195,302344521,31373833,366776992,91565513,413788136,114257973,515569634,26879836,26341047,1428798947,1451790476,33576098,557591141,143811369,2169984,109339749,21295615,356891215,79926988,79021081,44903993,207055299,435393588,225315741,842658583,334236060,452961195,418143904,2183358,614591337,625552722,394512497,488990161,360137445,245169516,450095578,281146076,704486362,350655317,3525749864
"196",196,1229763855,222111434,698573832,154892661,830386075,198078541,101694102,79993796,482411809,2870106098,4530134908,104603368,193660147,140155866,568122897,191322429,34022528,1290402096,845532757,161760056,102314052,337735347,134979598,192977175,2442599473,154384063,1676361488,542986641,279684325,713931027,1777484460,1476185954,1334492886,392878553,959548913,1474160951,2690981497,2328342814,1055152803,10002384805
"197",197,1397577215,151492584,620912412,63723883,883156849,189083604,96088288,80215942,482411809,1897964180,2747025930,104603368,182130652,86244368,339951063,135037961,37987152,1155390437,659974281,112017350,79683713,306403202,60859013,215388805,2024420874,210736050,1583344344,396654938,104424932,333292888,1673869482,1191296176,1208812076,432819177,841725902,1284202840,2628251578,1920625701,925661962,9201064555
"200",200,1013996216,25051678,884645041,185971138,1418536720,323653677,326227260,103860859,54251356,1793980956,1338221014,764706,59049883,76880436,539146313,151174917,21086936,379171464,344010753,191487963,104011431,671708415,381850052,234368388,929238857,396898022,997396494,370186600,63976539,147923914,2404453653,741039221,737441455,572059361,588918881,974511007,2530728182,3062650739,738297494,12471531885
"201",201,161089667,161122880,1890194286,141070707,385465802,30316521,62976361,32623829,871704936,1671709953,942152313,29826087,1616440021,79199247,806682548,122739173,4852043,198781822,800340325,89343470,25403000,81458696,480909383,71610028,1518617393,443550022,437286577,479658783,72938397,401859294,582806426,1245736672,471646024,412965419,575582249,745719106,2335567844,837488030,777005745,6833221708
"203",203,139315291,147155058,5974874471,2335298,1249316754,13797752,32346257,162850082,968094048,1004697642,1016103215,50965839,370357086,68415125,396825,143139014,8999081,182894460,591760461,65943761,22024064,83283756,117497477,50857868,938758112,428764134,549933752,461576831,7407407,57264913,246755289,657591034,445680005,295281348,432903454,418701087,743941365,290759311,321212929,4655411128
"204",204,126441637,210489460,4020404317,2016149,1144290228,35387625,39696257,161816179,968094048,659594632,977613300,50965839,672837138,100053639,48890377,142331867,7636120,114232421,243020129,168164466,17277286,80468844,128337043,91344955,180572992,462902160,220037882,551017002,186379629,1087716802,119160971,503534088,359987727,139840236,123851237,255316824,660953395,180295557,568040424,4281310341
"205",205,1033755793,443566432,1460066107,213589458,889970146,387725419,136915329,139109547,101242253,1868393012,2156130941,173934329,819981022,69597060,57936136,515989595,59694104,1088734726,443116229,203708665,72901639,542008089,862798898,119523410,9922725781,1194113428,1106060091,543447344,414645241,243563870,1368203610,1504362180,895710445,424734959,775494831,1169784933,4998005480,2114880869,1094279061,12663501127
"206",206,960046159,286993921,1495282054,135978864,1428737228,418221503,150304126,74244829,170867662,1924572602,2077878094,64986454,1235234712,115232189,42454861,765604675,50953529,1072073904,456132028,231686451,68390760,507191016,1780675716,125337137,9358925118,925354818,1212370862,445590953,462173497,251893574,1252474277,1365491696,734625712,387988171,992180841,1262560095,5225243973,2111281181,1399429722,12287894993
"210",210,443121256,25502982,529506892,22887906,336343540,306863937,377326683,25816095,32145738,745923639,2291532616,58705311,130514008,68481604,89063580,109878096,14952636,473091333,85709412,33865859,21730560,170799036,95493410,502813228,624647037,543070252,823730725,276881192,187367278,505933381,598949089,230458433,372225413,218108157,270822269,366614713,253557927,301079251,211538604,2982045130
"212",212,227171376,33587583,868451417,755151474,367984913,320042998,363187383,20894434,68598788,1746631017,1458699871,764706,61615061,87337256,539146313,99173243,21086936,270908654,312123924,54635461,80243282,420049098,501569966,201992301,622076104,346119642,920176955,351786562,83849853,48358751,1100996039,559651233,460653893,534853803,498118713,425869590,669937081,1537239151,533309594,6099964876
"213",213,748478594,25051678,905761298,186170628,1432294936,314838152,318771038,102572667,51702395,1825036664,1326043307,4946706,192009262,95953961,539146313,146500426,21086936,375375603,323864412,73606208,95067278,647492002,381021831,252706554,929238857,396898022,940879689,387627927,71170441,147923914,2143521051,725443239,720497218,538326541,551127026,941978575,2364342045,2944683877,790443907,11580917609
"216",216,214635373,25051678,842657177,110714015,345587569,316570636,326227260,20894434,67167276,1643231701,1371177330,764706,55798068,76880436,539146313,99173243,21086936,241072788,312123924,54635461,73506290,420049098,496437360,182671070,540491885,311454879,877518477,346027697,79935147,36757247,1004601121,500640434,454959449,473061044,462316449,381613265,645492030,1506828298,486003979,5870477339
"217",217,355359407,260093068,405199965,10767276,153218483,1886004346,190553797,28508363,3664482,1460893577,1432085973,8625943,669905069,52515831,62432653,34666832,11827565,214435040,118272761,12013970,27127820,163720156,521212814,182839458,3554291791,115526460,223682933,723395101,66512455,2347850627,504077202,522404199,256987563,368529248,702724814,646020553,337612422,1171526753,494795166,3552787313
